tooltip_id,tooltip_type,id,name,needwood,needgold,desc,icon,source_id
inventory_item:equipment_iron_armor_02,inventory_item,equipment_iron_armor_02,铁甲Lv2,0,0,增加英雄30点护甲和10000点生命值,item_chainmail,equipment_iron_armor_02
inventory_item:equipment_iron_armor_03,inventory_item,equipment_iron_armor_03,铁甲Lv3,0,0,增加英雄50点护甲和20000点生命值,item_chainmail,equipment_iron_armor_03
inventory_item:equipment_iron_armor_04,inventory_item,equipment_iron_armor_04,铁甲Lv4,0,0,增加英雄70点护甲和30000点生命值,item_chainmail,equipment_iron_armor_04
inventory_item:equipment_iron_armor_max,inventory_item,equipment_iron_armor_max,铁甲Lvmax,0,0,增加英雄100点护甲和50000点生命值| INGREDIENT: 加速手套Lvmax + 灼热之刃Lvmax + 铁甲Lvmax + 合成宝石 -> 狱火熔铠Lv1,item_chainmail,equipment_iron_armor_max
inventory_item:item_death_mask,inventory_item,item_death_mask,死亡面罩,0,0,1,,item_death_mask
inventory_item:item_forging_hammer,inventory_item,item_forging_hammer,锻造之锤(W ),0,0,1,,item_forging_hammer
inventory_item:item_knowledge_book,inventory_item,item_knowledge_book,知识之书,0,0,增加30000全属性，15000攻击力。,item_tome_of_knowledge,item_knowledge_book
inventory_item:item_large_polar_crystal,inventory_item,item_large_polar_crystal,大极地晶石,0,0,1,,item_large_polar_crystal
inventory_item:item_molten_upgrade_gem_01_03,inventory_item,item_molten_upgrade_gem_01_03,挑战熔火核心Lv1-3升级宝石,0,0,1,,item_molten_upgrade_gem_01_03
inventory_item:item_molten_upgrade_gem_04,inventory_item,item_molten_upgrade_gem_04,挑战熔火核心Lv4升级宝石,0,0,1,,item_molten_upgrade_gem_04
inventory_item:item_seven_sins_envy_essence,inventory_item,item_seven_sins_envy_essence,妒忌精华,0,0,点击使用强化冰火裁决+1并且全属性加成+5%,item_skadi,item_seven_sins_envy_essence
inventory_item:item_seven_sins_gluttony_essence,inventory_item,item_seven_sins_gluttony_essence,暴食精华,0,0,点击使用强化冰火裁决+1并且攻击间隔-0.05,item_gloves,item_seven_sins_gluttony_essence
inventory_item:item_seven_sins_greed_essence,inventory_item,item_seven_sins_greed_essence,贪婪精华,0,0,点击使用强化冰火裁决+1并且每次攻击全属性+3,item_eagle,item_seven_sins_greed_essence
inventory_item:item_seven_sins_lust_essence,inventory_item,item_seven_sins_lust_essence,色欲精华,0,0,点击使用强化冰火裁决+1并且每次攻击减甲+3,item_blades_of_attack,item_seven_sins_lust_essence
inventory_item:item_seven_sins_pride_essence,inventory_item,item_seven_sins_pride_essence,傲慢精华,0,0,点击使用强化冰火裁决+1并且攻击加成+20%,item_reaver,item_seven_sins_pride_essence
inventory_item:item_seven_sins_sloth_essence,inventory_item,item_seven_sins_sloth_essence,懒惰精华,0,0,点击使用强化冰火裁决+1并且杀敌全属性+5,item_ultimate_orb,item_seven_sins_sloth_essence
inventory_item:item_seven_sins_wrath_essence,inventory_item,item_seven_sins_wrath_essence,暴怒精华,0,0,点击使用强化冰火裁决+1并且最终伤害+5%,item_demon_edge,item_seven_sins_wrath_essence
inventory_item:item_small_polar_crystal,inventory_item,item_small_polar_crystal,小极地晶石,0,0,1,,item_small_polar_crystal
inventory_item:item_super_knowledge_book,inventory_item,item_super_knowledge_book,超级知识之书,0,0,增加300000全属性，150000攻击力。,item_tome_of_knowledge,item_super_knowledge_book
inventory_item:material_ice_soul_ember,inventory_item,material_ice_soul_ember,冰魂焰魄,0,0,极寒之刃max＋狱火熔铠max＋冰魂焰魄 ＝  史诗：冰火裁决,item_recipe,material_ice_soul_ember
inventory_item:material_molten_core_01,inventory_item,material_molten_core_01,熔火核心Lv1,0,0,熔火核心Lv1*3 合成熔火核心Lv2,item_recipe,material_molten_core_01
inventory_item:material_molten_core_02,inventory_item,material_molten_core_02,熔火核心Lv2,0,0,熔火核心Lv2*3 合成熔火核心Lv3,item_recipe,material_molten_core_02
inventory_item:material_molten_core_03,inventory_item,material_molten_core_03,熔火核心Lv3,0,0,可用熔火核心Lv3升级装备 狱火熔铠Lv1,item_recipe,material_molten_core_03
inventory_item:material_molten_core_04,inventory_item,material_molten_core_04,熔火核心Lv4,0,0,与狱火熔铠Lv4自动合成狱火熔铠Lvmax。拾取后保存在背包中，仅在合成成功时消耗。,item_recipe,material_molten_core_04
inventory_item:material_synthesis_gem,inventory_item,material_synthesis_gem,合成宝石,0,0,加速手套max＋灼热之刃max＋铁甲max＋合成宝石 ＝ 狱火熔铠Lv1。拾取后保存在背包中，仅在合成成功时消耗。,item_recipe,material_synthesis_gem
inventory_item:rebirth_challenge_01,inventory_item,rebirth_challenge_01,挑战1转,0,0,获得英雄专属技能/提高英雄2000全属性/增加攻击全属性+1/解锁分裂多重攻击,,rebirth_challenge_01
inventory_item:rebirth_challenge_02,inventory_item,rebirth_challenge_02,挑战2转,0,0,获得随机技能，获得相同的技能时升级技能/提高英雄3000全属性/增加攻击全属性+2/多重攻击+1,,rebirth_challenge_02
inventory_item:rebirth_challenge_03,inventory_item,rebirth_challenge_03,挑战3转,0,0,获得随机技能，获得相同的技能时升级技能/提高英雄5000全属性/增加攻击全属性+3/多重攻击+1,,rebirth_challenge_03
inventory_item:rebirth_challenge_04,inventory_item,rebirth_challenge_04,挑战4转,0,0,获得随机技能，获得相同的技能时升级技能/提高英雄10000全属性/增加攻击全属性+4/多重攻击+1,,rebirth_challenge_04
inventory_item:rebirth_challenge_05,inventory_item,rebirth_challenge_05,挑战5转,0,0,获得随机技能，获得相同的技能时升级技能/提高英雄20000全属性/增加攻击全属性+6/多重攻击+1,,rebirth_challenge_05
inventory_item:rebirth_challenge_06,inventory_item,rebirth_challenge_06,挑战6转,0,0,获得随机技能，获得相同的技能时升级技能/提高英雄30000全属性/增加攻击全属性+7/多重攻击+1,,rebirth_challenge_06
inventory_item:rebirth_challenge_07,inventory_item,rebirth_challenge_07,挑战7转,0,0,获得随机技能，获得相同的技能时升级技能/提高英雄50000全属性/增加攻击全属性+8/多重攻击+1,,rebirth_challenge_07
inventory_item:rebirth_challenge_08,inventory_item,rebirth_challenge_08,挑战8转,0,0,获得随机技能，获得相同的技能时升级技能/提高英雄70000全属性/增加攻击全属性+9/多重攻击+1,,rebirth_challenge_08
inventory_item:rebirth_challenge_09,inventory_item,rebirth_challenge_09,挑战9转,0,0,获得随机技能，获得相同的技能时升级技能/提高英雄100000全属性/增加攻击全属性+10/多重攻击+1,,rebirth_challenge_09
inventory_item:rebirth_challenge_10,inventory_item,rebirth_challenge_10,挑战10转,0,0,获得随机技能，获得相同的技能时升级技能/提高英雄200000全属性/增加攻击全属性+12/多重攻击+1,,rebirth_challenge_10
inventory_item:service_early_final_boss,inventory_item,service_early_final_boss,提前通关,0,0,1,,service_early_final_boss
inventory_item:shop_proxy_burning_blade_01,inventory_item,shop_proxy_burning_blade_01,灼热之刃LV1购买,0,0,0,,shop_proxy_burning_blade_01
inventory_item:shop_proxy_iron_armor_01,inventory_item,shop_proxy_iron_armor_01,铁甲LV1购买,0,0,0,,shop_proxy_iron_armor_01
inventory_item:weapon_epic_icefire_00,inventory_item,weapon_epic_icefire_00,史诗：冰火裁决,0,0,增加属性  - 20W攻击力  - 400%攻速  - 100%吸血  - 80W生命值  - 500护甲  - 全属性+8000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害| RESULT: 极寒之刃Lvmax + 狱火熔铠Lvmax + 冰魂焰魄 -> 史诗：冰火裁决,item_skadi,weapon_epic_icefire_00
inventory_item:weapon_epic_icefire_01,inventory_item,weapon_epic_icefire_01,史诗：冰火裁决+1,0,0,增加属性  - 25W攻击力  - 400%攻速  - 100%吸血  - 85W生命值  - 550护甲  - 全属性+10000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_skadi,weapon_epic_icefire_01
inventory_item:weapon_epic_icefire_02,inventory_item,weapon_epic_icefire_02,史诗：冰火裁决+2,0,0,增加属性  - 30W攻击力  - 400%攻速  - 100%吸血  - 90W生命值  - 600护甲  - 全属性+12000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_skadi,weapon_epic_icefire_02
inventory_item:weapon_epic_icefire_03,inventory_item,weapon_epic_icefire_03,史诗：冰火裁决+3,0,0,增加属性  - 35W攻击力  - 400%攻速  - 100%吸血  - 100W生命值  - 650护甲  - 全属性+15000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_skadi,weapon_epic_icefire_03
inventory_item:weapon_epic_icefire_04,inventory_item,weapon_epic_icefire_04,史诗：冰火裁决+4,0,0,增加属性  - 40W攻击力  - 400%攻速  - 100%吸血  - 100W生命值  - 700护甲  - 全属性+18000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_skadi,weapon_epic_icefire_04
inventory_item:weapon_epic_icefire_05,inventory_item,weapon_epic_icefire_05,史诗：冰火裁决+5,0,0,增加属性  - 45W攻击力  - 400%攻速  - 100%吸血  - 100W生命值  - 750护甲  - 全属性+20000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_skadi,weapon_epic_icefire_05
inventory_item:weapon_epic_icefire_06,inventory_item,weapon_epic_icefire_06,史诗：冰火裁决+6,0,0,增加属性  - 50W攻击力  - 400%攻速  - 100%吸血  - 100W生命值  - 800护甲  - 全属性+25000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_skadi,weapon_epic_icefire_06
inventory_item:weapon_frost_blade_01,inventory_item,weapon_frost_blade_01,霜之剑刃Lv1,0,0,英雄每次攻击增加6点攻击力 +50%吸血   攻击250次使该武器进化| RESULT: 成长之剑Lvmax + 死亡面罩 -> 霜之剑刃Lv1,item_crystalys,weapon_frost_blade_01
inventory_item:weapon_frost_blade_02,inventory_item,weapon_frost_blade_02,霜之剑刃Lv2,0,0,英雄每次攻击增加7点攻击力 +50%吸血   攻击300次使该武器进化,item_crystalys,weapon_frost_blade_02
inventory_item:weapon_frost_blade_03,inventory_item,weapon_frost_blade_03,霜之剑刃Lv3,0,0,英雄每次攻击增加8点攻击力 +50%吸血   攻击350次使该武器进化,item_crystalys,weapon_frost_blade_03
inventory_item:weapon_frost_blade_04,inventory_item,weapon_frost_blade_04,霜之剑刃Lv4,0,0,英雄每次攻击增加9点攻击力 +50%吸血   攻击400次使该武器进化,item_crystalys,weapon_frost_blade_04
inventory_item:weapon_frost_blade_max,inventory_item,weapon_frost_blade_max,霜之剑刃Lvmax,0,0,英雄每次攻击增加10点攻击力 +50%吸血   +大极地晶石+霜之剑刃max+合成宝石=极寒之刃| INGREDIENT: 霜之剑刃Lvmax + 大极地晶石 + 合成宝石 -> 极寒之刃Lv1,item_crystalys,weapon_frost_blade_max
inventory_item:weapon_growth_sword_01,inventory_item,weapon_growth_sword_01,成长之剑Lv1,0,0,英雄每次攻击增加1点攻击力  攻击200次使该武器进化    成长之剑Lvmax＋吸血面罩 自动合成幻影之剑,item_broadsword,weapon_growth_sword_01
inventory_item:weapon_growth_sword_02,inventory_item,weapon_growth_sword_02,成长之剑Lv2,0,0,英雄每次攻击增加2点攻击力  攻击200次使该武器进化,item_broadsword,weapon_growth_sword_02
inventory_item:weapon_growth_sword_03,inventory_item,weapon_growth_sword_03,成长之剑Lv3,0,0,英雄每次攻击增加3点攻击力  攻击200次使该武器进化,item_broadsword,weapon_growth_sword_03
inventory_item:weapon_growth_sword_04,inventory_item,weapon_growth_sword_04,成长之剑Lv4,0,0,英雄每次攻击增加4点攻击力  攻击200次使该武器进化,item_broadsword,weapon_growth_sword_04
inventory_item:weapon_growth_sword_max,inventory_item,weapon_growth_sword_max,成长之剑Lvmax,0,0,英雄每次攻击增加5点攻击力  ＋吸血面罩 自动合成霜之剑刃| INGREDIENT: 成长之剑Lvmax + 死亡面罩 -> 霜之剑刃Lv1,item_broadsword,weapon_growth_sword_max
inventory_item:weapon_ice_blade_01,inventory_item,weapon_ice_blade_01,极寒之刃Lv1,0,0,+50%吸血 +50%暴击2倍 每次造成伤害提高12点攻击力 全属性+2000  可通过击杀敌人升级武器| RESULT: 霜之剑刃Lvmax + 大极地晶石 + 合成宝石 -> 极寒之刃Lv1,item_daedalus,weapon_ice_blade_01
inventory_item:weapon_ice_blade_02,inventory_item,weapon_ice_blade_02,极寒之刃Lv2,0,0,+50%吸血 +50%暴击2倍 每次造成伤害提高13点攻击力 全属性+2500  可通过击杀敌人升级武器,item_daedalus,weapon_ice_blade_02
inventory_item:weapon_ice_blade_03,inventory_item,weapon_ice_blade_03,极寒之刃Lv3,0,0,+50%吸血 +50%暴击2倍 全属性+3000 每次造成伤害提高14点攻击力  可通过击杀敌人升级武器,item_daedalus,weapon_ice_blade_03
inventory_item:weapon_ice_blade_04,inventory_item,weapon_ice_blade_04,极寒之刃Lv4,0,0,+50%吸血 +50%暴击5倍 全属性+3500 每次造成伤害提高15点攻击力  可通过击杀敌人升级武器,item_daedalus,weapon_ice_blade_04
inventory_item:weapon_ice_blade_max,inventory_item,weapon_ice_blade_max,极寒之刃Lvmax,0,0,+50%吸血 +50%暴击5倍 全属性+5000 每次造成伤害提高16点攻击力  极寒之刃max＋狱火熔铠max＋冰魂焰魄 ＝  史诗：冰火裁决| INGREDIENT: 极寒之刃Lvmax + 狱火熔铠Lvmax + 冰魂焰魄 -> 史诗：冰火裁决,item_daedalus,weapon_ice_blade_max
inventory_item:weapon_legend_abyss_00,inventory_item,weapon_legend_abyss_00,传说：深渊审判,0,0,增加属性  - 60W攻击力  - 400%攻速  - 100%吸血  - 100W生命值  - 850护甲  - 全属性+30000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_rapier,weapon_legend_abyss_00
inventory_item:weapon_legend_abyss_01,inventory_item,weapon_legend_abyss_01,传说：深渊审判+1,0,0,增加属性  - 70W攻击力  - 400%攻速  - 100%吸血  - 100W生命值  - 850护甲  - 全属性+50000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_rapier,weapon_legend_abyss_01
inventory_item:weapon_legend_abyss_02,inventory_item,weapon_legend_abyss_02,传说：深渊审判+2,0,0,增加属性  - 80W攻击力  - 400%攻速  - 100%吸血  - 100W生命值  - 850护甲  - 全属性+100000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_rapier,weapon_legend_abyss_02
inventory_item:weapon_legend_abyss_03,inventory_item,weapon_legend_abyss_03,传说：深渊审判+3,0,0,增加属性  - 90W攻击力  - 400%攻速  - 100%吸血  - 100W生命值  - 850护甲  - 全属性+200000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_rapier,weapon_legend_abyss_03
inventory_item:weapon_legend_abyss_04,inventory_item,weapon_legend_abyss_04,传说：深渊审判+4,0,0,增加属性  - 100W攻击力  - 400%攻速  - 100%吸血  - 100W生命值  - 850护甲  - 全属性+300000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_rapier,weapon_legend_abyss_04
inventory_item:weapon_legend_abyss_05,inventory_item,weapon_legend_abyss_05,传说：深渊审判+5,0,0,增加属性  - 110W攻击力  - 400%攻速  - 100%吸血  - 110W生命值  - 850护甲  - 全属性+400000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_rapier,weapon_legend_abyss_05
inventory_item:weapon_legend_abyss_06,inventory_item,weapon_legend_abyss_06,传说：深渊审判+6,0,0,增加属性  - 120W攻击力  - 400%攻速  - 100%吸血  - 120W生命值  - 850护甲  - 全属性+500000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_rapier,weapon_legend_abyss_06
inventory_item:weapon_legend_abyss_07,inventory_item,weapon_legend_abyss_07,传说：深渊审判+7,0,0,增加属性  - 130W攻击力  - 400%攻速  - 100%吸血  - 130W生命值  - 850护甲  - 全属性+600000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_rapier,weapon_legend_abyss_07
inventory_item:weapon_legend_abyss_08,inventory_item,weapon_legend_abyss_08,传说：深渊审判+8,0,0,增加属性  - 140W攻击力  - 400%攻速  - 100%吸血  - 140W生命值  - 850护甲  - 全属性+700000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_rapier,weapon_legend_abyss_08
inventory_item:weapon_legend_abyss_09,inventory_item,weapon_legend_abyss_09,传说：深渊审判+9,0,0,增加属性  - 150W攻击力  - 400%攻速  - 100%吸血  - 150W生命值  - 850护甲  - 全属性+800000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_rapier,weapon_legend_abyss_09
inventory_item:weapon_legend_abyss_10,inventory_item,weapon_legend_abyss_10,传说：深渊审判+10,0,0,增加属性  - 200W攻击力  - 400%攻速  - 100%吸血  - 200W生命值  - 850护甲  - 全属性+900000 对周围200码敌人每秒造成全属性*5的伤害 每次造成伤害增加20点攻击力 每次造成伤害增加5点全属性 每次攻击10%概率对周围500码敌人发动焰爆造成全属性*50倍的伤害,item_rapier,weapon_legend_abyss_10
